Gene,logFC,logCPM,F,PValue,FDR,mouse_gene
MAEA,0.46090759986562974,5.598917840708519,5.075544837784448,0.03039430798145952,0.26506372720563814,Maea
FDXACB1,0.4609014437788144,1.4583392782574351,2.0251941842086687,0.16323651210659185,0.5233897405840044,Fdxacb1
TEAD2,0.4608588031637723,3.3020466409844818,2.296929147305556,0.1382795265673547,0.48908145369654465,Tead2
IKBKGP1,0.4606881690176895,0.8808751158702257,0.2001643928228523,0.6572432615937922,0.8677270970482619,NA
PEX26,0.46061390598099433,6.733796075614737,7.829398355701208,0.00817265134899924,0.16739842652478312,Pex26
CTD-2192J16.20,0.4603072938584109,4.770412331563434,2.982236645618618,0.09267405393531623,0.4164533996075867,NA
MZT2A,0.4602390652326667,3.077911542250434,4.94989742358171,0.03238674425362474,0.27088436877246946,Mzt2
AGAP1,0.4599419626979578,5.174871690465254,6.966029702522383,0.01216022664617893,0.18664481562304625,Agap1
CCDC57,0.4599052051436121,5.88912730022114,2.7489881641262137,0.1059234448582116,0.44122430976934446,Ccdc57
HILPDA,0.4597436054612958,2.3974231127665373,3.042112010962996,0.08958318022313665,0.4113086799735284,Hilpda
AGPAT2,0.45967055319999034,4.438045871581984,1.184357442420754,0.28363458835376143,0.6335848228554138,Agpat2
AK9,0.4596444124108185,4.262883463022568,2.4306872525802654,0.12764665075013035,0.4752298904082496,Ak9
ZNF543,0.4595954363924369,4.276694281908743,4.4390849571982125,0.04209020938570522,0.3034778833188514,NA
RP11-196G11.1,0.4593390329384841,0.300585684797733,0.28293849263530724,0.5980182297400685,0.8384538395074004,NA
ATP8B3,0.4592807387242248,1.9742066957077455,1.9004889750074248,0.1764502067055909,0.5395508283677085,Atp8b3
MAN2A2,0.4589097534846193,7.229641930180164,3.738402678610834,0.06099291521216373,0.3548130156799854,Man2a2
SUPT3H,0.4587153810054722,2.126594373552461,2.905968891927647,0.09678740509819032,0.4253341699433375,Supt3
CD33,0.4586497811396457,2.7513090570584575,1.3471186957806964,0.25334925097038896,0.6087788758927791,Cd33
SCMH1,0.45855382951269547,5.017617887616698,6.252996737673095,0.01704208936841174,0.2092901003543984,Scmh1
DSTNP2,0.4584679360503677,0.8782251353820489,2.050087095692652,0.16074141295944258,0.5204137011995507,NA
PHC2,0.4582633597650084,5.772640933845209,3.8999033452564738,0.05592266600770494,0.34510300263364474,Phc2
ZNF674,0.45822736541708126,3.9331482196836194,6.274948766534834,0.01686363878901303,0.20819913987720948,NA
LIMK1,0.4581875036256078,3.219701033059561,2.3514325882662086,0.13382732635167646,0.48422687441912454,Limk1
CTSK,0.4581266987895948,3.0099667984431675,2.621383751611755,0.11407857453547504,0.4537596852279104,Ctsk
RPS7,0.45798972911077346,4.010598939106519,6.135340734197845,0.01803396642859089,0.2140671938495109,Rps7
F2R,0.4574848381828054,4.221199042556305,2.201046038717275,0.14653777994508405,0.5023893183545709,F2r
KLHL41,0.45744632164353455,-0.05087658721432882,0.7646642581026839,0.3876145120496277,0.7116391278482506,Klhl41
RRP7BP,0.4573851080327525,3.8370643749066966,3.2157870912129933,0.08125580741741571,0.39567018237175705,NA
C2CD2L,0.45735702869105954,3.223900150305984,2.780425795589954,0.10401786508440236,0.4379935724159716,C2cd2l
EMID1,0.45693271477382513,1.0175379151181874,1.203620050133355,0.2798149366543731,0.63019432547072,Emid1
TYW5,0.4568734428057791,5.190855357581617,2.630995353523911,0.1134398716840282,0.45337635551385574,Tyw5
CACNA2D2,0.4568294988602111,0.09612886886376255,0.8188387470618894,0.37147929636622223,0.7004054385488537,Cacna2d2
PRDM11,0.45666051976634586,3.366805356644744,2.980704042792543,0.09275473757093944,0.4164760831569309,Prdm11
RBFA,0.4566448479073413,5.600304400809414,4.258278569708176,0.04625588064095222,0.31724542668354694,Rbfa
HNRNPA1L2,0.456577373581306,2.3981626972479235,1.7264552178037424,0.19709727074002573,0.5609777772349391,Hnrnpa1
FAM177A1,0.4564137917782459,5.954599188398066,6.111506476542654,0.01824239963773173,0.21494022797124857,Fam177a
PLEKHA4,0.45631250318595,3.967291465042882,1.0631336969549514,0.30931421000873166,0.6538364941091499,Plekha4
PLIN2,0.4562447167160565,8.349392613169524,1.274655627637262,0.26629189689820015,0.6194946788781265,Plin2
ZFPM1,0.4560206240838634,2.3329398543220736,1.9173987746064929,0.174585758441147,0.536959319771966,Zfpm1
HSF4,0.45574884660764775,4.410834793695028,1.5605170260496954,0.2195750026291116,0.5814251389779329,Hsf4
GNAO1,0.4557261843272653,4.243669433835762,0.6086883045164515,0.440333580269928,0.7463424706209589,Gnao1
TNFRSF11B,0.45570607697587434,2.0943801293886946,1.05488361843662,0.31117211034731873,0.6553627707229316,Tnfrsf11b
WNT5B,0.4556557277737737,0.8850107381416704,0.630085570102381,0.43247595394000615,0.7410506696915402,Wnt5b
PDE5A,0.4553025430225868,2.9967895990799365,1.9664497803443064,0.16930886149516164,0.5317430641350684,Pde5a
KDM5C,0.4549940296612145,6.658722917058812,6.404158973805497,0.01585334287005478,0.20348202864835668,Kdm5c
PISD,0.4549145504995534,4.6245822657002185,4.990118931137273,0.03173385256441678,0.26883118802372685,Pisd
TAS2R6P,0.45481363657205126,-0.3306413724567868,0.6781386270478325,0.41559931075548806,0.7305132877165039,NA
VN1R108P,0.4544564189434422,0.19738443459188804,1.7175160852034184,0.19823441759929575,0.5620724930179826,NA
ESPL1,0.4544446517907971,3.2057846810378505,1.5859001805449966,0.21594043041190145,0.578275550205152,Espl1
MKRN3,0.4543295754187469,1.3096357669166347,0.4507982883978977,0.5062012581607379,0.7861733678808466,Mkrn3
NICN1,0.4541776948251848,3.3725309880310275,1.8912335432016587,0.17748076632140214,0.5408236079806755,Nicn1
UGT8,0.4533045192833965,4.588566683902032,2.126132902689449,0.1533932401514687,0.5106616150870842,Ugt8a
TRIM29,0.45328243384378625,0.9847324055066125,0.5858717522194167,0.44896200680361387,0.7504964260959995,Trim29
CEACAM19,0.4530476050226011,4.039634409988874,1.8353294551171333,0.1838609918648272,0.5480331513199351,Ceacam19
RP11-175B9.2,0.452995921358735,1.6239727244719906,1.332307768402967,0.25592831422103723,0.6116377352120392,NA
SCARF2,0.452963186810158,0.06473713035512278,1.095343524749168,0.3022007162351628,0.6492352530812869,Scarf2
GSR,0.45261484101222366,5.706655714601185,2.377078394610388,0.13179014248816848,0.48058308250817994,Gsr
ZNF675,0.4524823552145532,4.072312295495708,2.693005271092721,0.10941630973880642,0.4476148371463025,Zfp458
SLCO4A1,0.4523726078039133,1.861743562478115,0.40630344912472066,0.5278469109761736,0.7988550730568403,Slco4a1
RP11-401L13.4,0.4523134816149968,0.5340732312487458,0.988626074005221,0.3266521483600383,0.6668273404299893,NA
TMEM8A,0.4518363772883701,4.464047837569661,1.809493657070216,0.18690241616141928,0.5503333727604635,NA
ZNF527,0.4516361981378194,4.39991056700896,3.3859122972093134,0.07393316380445032,0.3817812776877805,NA
SLC41A1,0.45152404241843225,4.054416987093064,1.8251815871723072,0.18504846351458396,0.5486029376879777,Slc41a1
DDX21,0.4510222967747718,7.031461874161417,2.7576207929289445,0.1053962465393328,0.44032387369328246,Ddx21
AC009237.8,0.4509798751350354,3.0758732076460986,2.564381253932516,0.11795233781273338,0.45824427759373065,NA
PHC1,0.4509500958449281,3.940818824893352,2.0220676046444632,0.16355312809556058,0.5236660359308396,Phc1
TGFB3,0.4506500337987676,3.985968785632675,1.4568700324695645,0.23522569816630884,0.5933335489577558,Tgfb3
SEMA4C,0.4503204050770947,4.797897721101713,6.670934265634339,0.01396809267857883,0.19471639068138713,Sema4c
CLDN23,0.4502589167063507,0.9252875310621242,0.33139789837562467,0.5683845155809406,0.821910649620601,Cldn23
ALMS1P1,0.4501427131731963,0.9338480616251146,0.5381367031128652,0.4679116625398536,0.7616705511919434,NA
HSPA8P15,0.4501160925908866,-0.7527043056134436,1.0043033922739548,0.3228969654479882,0.6638534783446143,NA
SLC5A9,0.44998888942519616,4.222994417668308,1.169237791051218,0.28668045750522125,0.6364375421923635,Slc5a9
FBXO36,0.44990120722021504,2.140101277358072,2.2688015889979427,0.1406444841521115,0.49337571325307494,Fbxo36
SIRPB2,0.4497672889014567,2.1797773054143708,1.3503558235619064,0.25278996203663834,0.6084795687987573,NA
PPARG,0.4491127380696957,3.5542685404124614,4.05087370493104,0.05160222245269325,0.3328454169059117,Pparg
PLCXD1,0.4489483340981795,5.107053632100684,2.514711693781139,0.12145139670476592,0.464518551091926,Plcxd1
C7orf25,0.44883001425639185,1.5587522304261034,1.0539698648728346,0.31137880379080385,0.655578187588617,AW209491
PABPC1L,0.4485629141804221,6.252235551311907,1.9782153997858596,0.168071476900142,0.530663972259745,Pabpc1l
CNTF,0.44845296160733894,0.5325645563787214,1.6296573888229835,0.20984693229865903,0.5738443016328189,Cntf
MYBBP1A,0.44838922360459765,5.413854940107252,2.5834505801909247,0.11663986082800658,0.4571621507704819,Mybbp1a
KRT19,0.4483184129265242,1.8927178143447068,0.186527490042833,0.6683739875512879,0.8713495304521919,Krt19
RAVER1,0.44824523521096166,3.2232768792748043,2.9962209327999205,0.0919415097349771,0.4146278458400455,Raver1
CSNK1E,0.4479619772602037,5.862937688651553,3.76911501880009,0.05999072490767662,0.35235549417988193,Csnk1e
AC090286.2,0.44795681178682584,0.686022467140285,0.9179915062184096,0.34433316901848443,0.6812839404738704,NA
SPNS2,0.44783731070932575,2.691871509262101,1.0630876092961503,0.3093245475793333,0.6538364941091499,Spns2
RPP25,0.44776027747890584,0.8622533712030088,0.9528784777074896,0.3354403179401598,0.6741601895249145,Rpp25
ZNF320,0.4475726518812568,4.0837294423580754,1.232936565462864,0.2741288613592078,0.6248872847471079,Zfp160
ZNF320,0.4475726518812568,4.0837294423580754,1.232936565462864,0.2741288613592078,0.6248872847471079,Zfp677
RNF150,0.44730540108140227,2.1560320734607576,0.6281714398175057,0.43316994534026254,0.7414293158300485,Rnf150
SCN8A,0.44705611719194793,5.403454943789118,1.57847907456138,0.2169953283366099,0.5791801306822523,Scn8a
PCDHB13,0.4470352263072107,2.7429498784945343,0.5347847008304426,0.4692908970257797,0.7628695142538839,Pcdhb16
RDH13,0.4463514195016348,4.5088945193950725,4.433541912580946,0.04221161144285451,0.30362022312036074,Rdh13
KLF7,0.4462652122651699,5.051100925631224,2.6055197173544378,0.11514179923727876,0.4553695735356322,Klf7
NAV1,0.4461819752182534,4.869128686310543,3.2025999008508252,0.08185657188255137,0.3965370576500936,Nav1
IGFBP6,0.44612294910376327,-0.5765418161839364,0.6804974665386061,0.4147968685053133,0.7299645201829527,Igfbp6
C17orf96,0.44609238340009105,1.5064791766602574,0.8091163295388499,0.3743027620983921,0.7022522231223147,NA
C19orf66,0.4460324009405596,6.9195353435431315,3.040069963456203,0.08968665568525028,0.4113086799735284,NA
GOLGA6L5P,0.4456287481163563,4.815487239169005,1.6708721756222549,0.20429902099533323,0.5687647360196909,NA
ABCC3,0.4454603415998857,8.258229511241536,2.1756192079950063,0.14882356752979237,0.5054310263208552,Abcc3
KB-1396H2.2,0.445210604127925,0.5132455353712159,0.6114668448613246,0.4393006854065049,0.7457412416226549,NA
SIK1,0.4450000832925307,4.708593706386525,0.5321402650681428,0.47038370238143945,0.7635126638143852,Sik1
LINC00890,0.44490791919548567,3.717374896494953,0.19452736748120492,0.6617874767045864,0.869153418556249,NA
PALD1,0.44471487543684624,2.9020931093914233,1.9932735218803488,0.16650345455028534,0.5280227617040053,Pald1
POU5F1P5,0.4446127185488078,1.0778243573486916,1.258676582239942,0.2692590550000691,0.6210460256148499,NA
RP11-514P8.6,0.44431260031111747,1.3586428703163038,0.4764137997843764,0.4944354169352184,0.7797955558862778,NA
DNAH5,0.4441639806091612,5.201412966029871,0.5018035446422219,0.48322742658966966,0.7713241723678378,Dnah5
PHKA2,0.44370368726782566,7.366210992933261,3.373935224123715,0.0744237543411097,0.3825568964246821,Phka2
MAPK8IP3,0.4436140761888102,6.637743071227398,1.7163581086719395,0.19838230560108044,0.5622023170739832,Mapk8ip3
PSTPIP2,0.44349336749058565,5.183105603013727,2.517045969565218,0.12128430330695432,0.464518551091926,Pstpip2
PPP1R3C,0.4434224885413402,5.401055304272921,1.1461595731650112,0.29141263071657253,0.6407334857645004,Ppp1r3c
SERF1B,0.4430070746282323,2.661974622457211,3.1010186020579953,0.08665547280116916,0.40576110999647225,Serf1
NPM2,0.4425845858618184,1.215303748185295,0.41059770413638486,0.5256860968154695,0.7983294146134591,Npm2
CPNE5,0.44253892114754995,1.4269326423483988,0.8889653711988551,0.35198312889170924,0.6865580534860782,Cpne5
AC004019.10,0.44212195621353095,3.0519412779997213,0.6719232985977484,0.4177249758980275,0.7321378118683837,NA
HSP90AB4P,0.441922116359334,3.1936839262368135,1.3460158274453438,0.2535401555699843,0.6087788758927791,NA
RP11-1305N21.3,0.4416995879262887,1.7670795240669226,0.44985345518232434,0.5066445144717153,0.7861733678808466,NA
DRICH1,0.44156594990241105,0.05957364619332692,1.0795515093482155,0.3056608154013373,0.6511490702669962,NA
CNTN4,0.4415419526676274,2.8782609113078177,1.837765264385214,0.1835773248877761,0.5477806773520906,Cntn4
AP000347.4,0.4409877047729013,3.4014311417590175,1.719282457992254,0.19800908750115215,0.5620724930179826,NA
LYSMD4,0.4409357155257265,2.9945507770870337,2.900015810991867,0.09711708241467784,0.4262160160489009,Lysmd4
SECTM1,0.44067684584323014,2.0775278029992696,1.5552308349391797,0.22034138951371837,0.5818749717769764,Sectm1a
PCDH7,0.440476684318219,2.078907657620811,0.5460092221816142,0.46469831918687776,0.7599599256996457,Pcdh7
CARD9,0.4403191258399557,1.4568259561650083,0.9651383790942956,0.33239030255315216,0.6719665138690701,Card9
DNAJC22,0.4402751184560228,5.176385338762872,2.1080546661892923,0.1551036057987791,0.5126363473769572,Dnajc22
TMEM88,0.44017800387531775,1.973277899281624,0.6247260506441564,0.4344234789814157,0.7422314930293634,Tmem88
NCOA7,0.4400813221958116,6.037983031882007,2.4602402405384938,0.12542697771235584,0.4715561806919133,Ncoa7
BBS5,0.4400583002417104,3.5094182016359303,2.1194373355554395,0.1540241018104209,0.5115247562939972,Bbs5
RP11-176H8.1,0.4400095571063132,2.6881355562301574,1.7897583835025974,0.1892665352198316,0.5521832945727807,NA
RP3-337H4.6,0.43998566763388475,0.17848262504984858,1.0291135635395516,0.31707276310665933,0.6605782537216427,NA
GLIPR2,0.4399300128170616,1.6102114727034005,1.4556258816996988,0.2354218527644935,0.5934585053893894,Glipr2
DOCK6,0.43986516154389355,5.997591321379113,2.6357148173583562,0.11312775824045627,0.452922306925375,Dock6
FARSB,0.4396898861757645,4.891089043811667,8.35491403831654,0.00645244585394961,0.1632672337372952,Farsb
NEK11,0.4394988351347088,1.4064310422980144,1.5676404416450886,0.2185474518825732,0.5805192839570369,Nek11
CHKB,0.4394710744098958,5.572894892037596,2.8123233395478495,0.10212422243376428,0.4349964135495302,Chkb
RP11-174F8.1,0.43924747983640833,0.25766732199037,1.6491429310752788,0.20720134107211596,0.571978065051069,NA
RP11-44D5.1,0.43899511911819983,0.2622245024953781,0.7456277016760569,0.393526695920397,0.715449187240668,NA
TMEM171,0.4389149475499848,0.3278540005181213,1.0657422435955284,0.3087298588043896,0.6537043049818735,Tmem171
DGCR8,0.4386584913794614,5.8017349407011505,4.531932793842873,0.0401126298539353,0.2983433284813855,Dgcr8
G6PC3,0.4386565152193384,2.5369329869130826,2.765109279762372,0.10494134396920804,0.4397348882451526,G6pc3
RP11-18B3.2,0.4384936537332521,1.0493714764861866,1.6257590105159512,0.2103811760699804,0.574330340000866,NA
PLXDC2,0.43834087556662565,5.034467485250923,1.7099997306179977,0.19919674105264804,0.5631577897396359,Plxdc2
GALNT18,0.43825770025039146,3.3944289537547503,1.5601340681614688,0.21963041284167825,0.5814251389779329,Galnt18
NPIPA3,0.4382307494054829,0.9152409289134288,1.1732065610140303,0.2858768259192824,0.6352706982020679,NA
FITM2,0.43789824992372794,5.062661134712574,2.959340955738586,0.0938877121211772,0.4191003089970772,Fitm2
RP11-98J23.2,0.43774751477790214,3.845945471370418,1.0525602889570231,0.31169801443873435,0.6558323144202589,NA
PPM1J,0.4376411221955753,-0.6716042464590163,0.7225217847781418,0.4008827182998458,0.7207886631619446,Ppm1j
PFKFB3,0.4375311932176632,6.3077712699387245,0.9370736109029066,0.3394292877724654,0.6775309323017321,Pfkfb3
ACSS1,0.4372789558631403,4.1199539743322315,1.1944504693999531,0.2816248006550064,0.6314863692167845,Acss1
P3H4,0.4369358952169757,1.7343673299887301,1.7327704041404617,0.1962986833558161,0.5602380702064144,P3h4
TYRO3P,0.4367086768001255,3.998118737797623,1.5742618897958185,0.21759762198040264,0.5796637828566799,NA
FAM78B,0.4366113016659477,1.6961794501056495,1.0577712136218442,0.3105201353642317,0.6550835920607432,Fam78b
CA12,0.4365547032059486,3.445420671405625,0.2048000027823036,0.6535637335565918,0.8662156993137151,Car12
POLR3DP1,0.43648292670774913,2.975400698995234,0.6996238542341113,0.40837582706318776,0.7248265055610614,NA
CPNE7,0.4362884214711629,1.573678302990133,0.3407883924819592,0.5629800813636108,0.8193716267881486,Cpne7
RNF157,0.43622413455613657,3.536736144784548,1.4577311118129674,0.23509005874636135,0.5932325797966999,Rnf157
CCDC110,0.43621077210175935,0.35741977893083754,0.7404531258233237,0.39515665378953146,0.7165062600570091,Ccdc110
CD101,0.43611379569378594,1.1030136644110702,0.9947769134929356,0.3251718032605565,0.6652987861908657,Cd101
IL17RE,0.4360771122245648,1.6206596961233068,1.4128254889844971,0.2422963335653373,0.6004340135262237,Il17re
FNTA,0.4358539425994624,6.01509754928086,9.717759085867929,0.00355810002767354,0.15795861795007984,Fnta
C15orf39,0.4357954338560585,3.9060845350180657,2.3298348209630015,0.1355713459893648,0.4859237871510038,1700017B05Rik
TTYH3,0.43558660411191424,4.801849157582816,1.6106050357233364,0.21247381626018785,0.5759525715132987,Ttyh3
RIC8B,0.4353759009506584,4.565287873873467,4.991183761599384,0.03171676412173364,0.26883118802372685,Ric8b
EEF1E1,0.4352444996056589,2.1242423379659554,1.887614440741004,0.17788569649428718,0.5413776809715759,Eef1e1
FBXL19,0.4352168701631404,2.390277237796881,1.863811683447489,0.18057663553062975,0.5451611244280686,Fbxl19
RPL23P2,0.43520021812140863,0.4455450232972327,1.0544543963323103,0.311269178611367,0.6554309192455285,NA
RP11-153M3.1,0.4351582564067567,0.8084482107025842,0.6323192615908697,0.4316682794609064,0.7404702293265537,NA
PLIN4,0.43493866089616434,7.176892640843856,1.0362432387175486,0.31542531621316167,0.659221378219118,Plin4
RPL12P21,0.43490230173578154,-0.43794018302624055,1.0345181594068218,0.31582286986053026,0.659221378219118,NA
PIAS3,0.4347083090220571,3.8389182620662488,3.829450003843447,0.05807467332106967,0.34783355977171904,Pias3
C5orf45,0.4346943405120347,6.112440535119416,2.4906198609402748,0.1231915355706502,0.46781631634288984,NA
BHLHE41,0.434569409702783,1.4419298866649173,0.784041514262892,0.38172877803591165,0.7078780516810984,Bhlhe41
KCNJ5,0.4344089806011624,2.995035957622131,1.783737833699344,0.18999491055335443,0.5524809413540768,Kcnj5
CD151,0.43430672974358026,5.547797354285076,2.78041399135968,0.1040185732222426,0.4379935724159716,Cd151
SFI1,0.43428163490648014,5.479921471136666,2.4622606233308852,0.12527686570058155,0.4715561806919133,Sfi1
POLR3C,0.4342670230586506,4.76318033108095,6.412938312018594,0.01578710921462521,0.20294728180264113,Polr3c
RP11-400G3.5,0.434218044140553,6.5319314458826,0.5119493300667036,0.4788677738559875,0.7674055836560981,NA
DYNC2H1,0.4341846295101749,3.679487491703203,0.6648663996947215,0.420158548626948,0.7339181082911509,Dync2h1
PGBD5,0.4340008319268048,3.504779310977052,1.3107109572054885,0.2597491927373908,0.6143661483208475,Pgbd5
RNF7,0.4332673367525415,4.655858135361038,3.8895522808290033,0.05623323055084135,0.3452083263823463,Rnf7
CXorf38,0.432940312961027,4.380905887239563,6.595356818878285,0.01447633215570471,0.19829439592236184,1810030O07Rik
TPM3P9,0.4328737660042023,4.83835744777151,2.2292791921452744,0.14404769557964914,0.4981594377863224,NA
GOLGA8R,0.43284086469063093,4.562750799240275,1.5965800883476404,0.21443334894094884,0.5779538937168699,Golga2
UBXN8,0.43275252799473146,4.131495685604289,3.1600664419316584,0.0838285564487899,0.40101720438721766,Ubxn8
KRTCAP3,0.4323066536464775,0.8449379755661837,1.0049358049344963,0.32274671613777506,0.6637765194073588,Krtcap3
CTC-448F2.6,0.4322407468460346,0.4942009493573647,2.0066822475099486,0.16512177695269045,0.525964638152815,NA
TJP3,0.43221087383549234,3.4067501191172065,1.1040856344558243,0.3003076315953574,0.6483025030921019,Tjp3
SYNE4,0.4321902418628279,2.73122440784639,2.032646500325441,0.16248476725105193,0.5221054137832883,Syne4
RPS3AP12,0.43199397654333066,-0.38434000447274674,1.6872619837101537,0.20214263428769905,0.5657134221721001,NA
DUSP8P5,0.4319894470642712,1.862886990823183,1.3395326325902783,0.2546660851040687,0.6097737439968272,NA
OBSL1,0.4319835112004373,4.9370918014709675,0.99555352916203,0.32498554123924184,0.6652987861908657,Obsl1
RP11-72B4.2,0.4319401851111664,0.06967833107935942,1.5636400998165174,0.2191237680865377,0.5814251389779329,NA
FBRSL1,0.43192416517806065,3.795585464523362,1.587213675127897,0.2157543772933827,0.577998081072598,Fbrsl1
YWHABP2,0.43182895831395207,0.824877957473124,1.0529443839490262,0.3116109893621187,0.6558323144202589,NA
AP003068.18,0.43177653114313874,0.5842975665944493,0.9400530779131376,0.3386723247729221,0.6772514102545375,NA
CD3EAP,0.4314218353541704,3.4405737613303993,3.8923603363662256,0.05614879169968253,0.3452083263823463,NA
ACVR1C,0.4312045459187331,2.6351308837690923,1.3449446903443174,0.2537257423423867,0.6088459526080602,Acvr1c
DHX34,0.4310621145737805,4.878715272928865,2.5790793336587754,0.11693923064242388,0.45753651136480344,Dhx34
NSMF,0.4310489239660931,4.525138573540074,1.7841148008584575,0.18994920537274257,0.5524809413540768,Nsmf
KLHL3,0.4308977208800406,4.576904373808039,0.8360885737512697,0.36654427217435714,0.6962908040533815,Klhl3
FICD,0.4307198984369555,3.0212147311850184,1.8567353116341856,0.18138601423210363,0.5463631116649531,Ficd
LY75,0.4305992327749464,4.844149822945894,2.2105544614185533,0.14569358227445464,0.5011895638466715,Ly75
CBX8,0.4305770901940494,2.20741076910166,2.343856421410505,0.1344361181020262,0.48466831840405306,Cbx8
PSTK,0.4303776407385624,2.8831075036210936,1.9357358537815448,0.1725904408212572,0.5349377258724414,Pstk
SRD5A1,0.4302941369201021,7.499781230952662,1.563866641194234,0.21909108097792424,0.5814251389779329,Srd5a1
TAZ,0.4301460107576507,4.2667352614653,3.868707888262963,0.05686444045941626,0.34532193162616986,NA
MORF4L1P1,0.4300667856109101,0.6466279369048916,0.3362967473058194,0.565552481425234,0.8210899490827421,NA
SNX29P1,0.4300658781160496,1.5726866717952424,0.8338042295579351,0.3671924118525696,0.696670709134934,NA
CEL,0.4300208784785121,0.8101003926819168,1.2873418438810385,0.26396601799995933,0.6179026521195555,Cel
B9D1,0.4299037388675886,0.6786259023326243,1.220107843084331,0.2765984515096077,0.6270254263853368,B9d1
PLA2G6,0.42947776002964294,4.2464813510433315,1.8122169071959329,0.1865789932216813,0.5501598752395366,Pla2g6
RPL7P46,0.4294298299037108,0.7912286576813433,1.4467842677660865,0.236821741518826,0.5945377428798612,NA
PACS2,0.429406442505182,5.570735886872568,4.473692064147724,0.04134086885708356,0.3026824827338263,Pacs2
NBPF15,0.42940321163938505,6.478220995443902,1.4430120107437523,0.23742216991964363,0.5952768060163509,NA
PVRIG,0.42931927417726895,0.23806356224039385,1.4085886322754817,0.24299046931225204,0.6009402888809818,Pvrig
C19orf47,0.4292828739255221,2.8441377094345266,4.631429975301393,0.03810587027336448,0.29010568798853803,2310022A10Rik
ZC3H12C,0.42918774661977926,4.880261154620947,3.281995060327588,0.07831347175400345,0.39167578003371406,Zc3h12c
NCOR2,0.4291787511675739,6.461540585954444,2.5267559185125883,0.12059207520217942,0.46360370030819953,Ncor2
SLC22A5,0.42911413361548106,5.15387008555925,4.357894146677454,0.04390744782200841,0.3097149181062325,Slc22a5
PHACTR4,0.4288599260680884,6.649466266312826,4.207156812219566,0.04751448401671607,0.32049479847780027,Phactr4
RGPD1,0.4287015749956329,2.692909472094412,0.2559135877605536,0.6159961680321511,0.847813002006427,Ranbp2
HARBI1,0.42869735697805184,1.4425432764909127,2.4102814326467596,0.12920580923628702,0.477826758331584,Harbi1
ZNF841,0.428660974142889,5.7121403579950885,2.7479231754941886,0.10598869233875972,0.44122430976934446,Zfp268
SLC4A5,0.4286230770062733,2.6166679958070604,1.5406886242761817,0.22246681725200987,0.5833169041359827,Slc4a5
GBAP1,0.42857939481515545,2.659540609620395,1.4495741571420973,0.23637889806897933,0.5943292263624763,NA
C21orf33,0.428276165088305,3.851722058917596,0.6023452238650269,0.44270589237770663,0.7477783829668387,NA
PDE4D,0.4281282082386664,4.634816988463122,1.2705390868716329,0.26705226570417795,0.6197578501218483,Pde4d
ZNF485,0.42801579566963904,2.005438339587304,3.0072558000955287,0.091368087548829,0.41350630230192426,NA
PGAM1P6,0.4279285527989497,0.476565614923972,1.249624043484233,0.27095891043782183,0.6229064781601935,NA
NBPF9,0.42781150126920425,8.839462690032379,3.880632769662413,0.05650237634055873,0.3452083263823463,NA
ADGRG7,0.42780091419264016,3.907491475957333,0.503897628796572,0.48232217268456623,0.7702513505970948,Adgrg7
RASSF7,0.42779822535538,3.3893203400660106,1.7314928151454274,0.19645992397009612,0.5603110297068401,Rassf7
RP13-644M16.4,0.42777200296493784,3.1434708805842875,0.6639400433777058,0.42047960505896176,0.7340884774637249,NA
PTPRVP,0.42760782176368833,0.15727404454349583,0.868310611016017,0.3575722211060526,0.6905232079086839,NA
SOCS5P4,0.42754379161905454,0.26086172991021367,0.9404135574760092,0.3385808993003542,0.6772027939874743,NA
TMEM5,0.4273895497615467,2.9152068314716977,2.183437247818579,0.1481163330665894,0.504268056741163,NA
MSTO1,0.427380257250061,4.996071946109245,3.1596162236963905,0.08384971390238209,0.40101720438721766,Msto1
DNM3,0.4273296736479869,3.0293984947688424,1.8323363239990835,0.1842102841699522,0.5482505898010424,Dnm3
KCNK1,0.4270400315159649,3.493825685979957,1.662713118620086,0.20538295090451447,0.5696662876643929,Kcnk1
IMPDH1,0.4266596757330278,2.615880697601279,1.497767875742442,0.228889691104292,0.5877715757012054,Impdh1
SLC12A9,0.4266370447002719,4.371374358010629,3.8443463294264704,0.05761212418196157,0.3468019477202411,Slc12a9
RP11-511H9.3,0.4265356542622418,-0.9101026915000896,1.1291999275329527,0.29495576347564834,0.6433321068210215,NA
RPL7P14,0.4265025231613287,1.644616313494109,1.171531214588782,0.2862157052192187,0.635748767784606,NA
TDRD9,0.4263414529548917,0.3466909067312301,0.5217145297494599,0.47473318341337656,0.7652533724420418,Tdrd9
PCSK7,0.42600140105495266,7.033479073543951,3.759691573661063,0.06029626867876054,0.35309761186643307,Pcsk7
MYBPH,0.4258286191627315,0.7498585075969586,0.2418984976537757,0.6257957079267626,0.852355955305661,Mybph
MTATP6P11,0.42580131077861394,-0.6166149961367043,0.7019157376702965,0.4076164462626195,0.7245686081795127,NA
TTC9C,0.425469785213953,4.114552156964837,5.373247993108957,0.02618645062777451,0.24989770448714216,Ttc9c
ITGA2,0.4254605303132623,2.82651762766531,0.7478610412660505,0.3928262640813316,0.7151345959027825,Itga2
EIF4E,0.42492811148106546,5.34695470851486,3.372203009583645,0.07449500834660007,0.38260793156854545,Eif4e
DSG2,0.4248989014213552,5.604879489327986,1.718467325546398,0.19811303249108497,0.5620724930179826,Dsg2
