Gene,logFC,logCPM,F,PValue,FDR,mouse_gene
SGIP1,0.09204257649406856,3.0107681588428203,0.02838552396813981,0.8671397268867165,0.954208493108648,Sgip1
PRICKLE1,0.0919618821961522,1.13830510017539,0.0147510006661627,0.904000686953938,0.9680818469610591,Prickle1
RP11-258C19.7,0.09179626416394526,4.102013026150104,0.11884925266003683,0.7322729087751662,0.9006209922340093,NA
SENP6,0.0917723767564507,6.740162905523199,0.5247930186121812,0.4734419983987923,0.7647478713932553,Senp6
BLOC1S4,0.09165127315757414,0.985976642848572,0.07422850528125152,0.7868186242660544,0.9229170575200352,Bloc1s4
RGS19,0.0916266381401324,1.1600366414126326,0.07518480755925284,0.7854845206742964,0.9225324420205262,Rgs19
MRPS5,0.09162373813995488,6.495896247654941,0.22785608064133617,0.6359760939897278,0.8568378677608932,Mrps5
MRRF,0.09160179104523355,5.576213578568312,0.3340941250201534,0.5668223780224696,0.8216338068228479,Mrrf
STAG3L5P,0.09141944846194866,6.271070798014013,0.11832933184389796,0.7328357957774463,0.9008612602536356,NA
SIPA1L1,0.09138236565335144,6.809399182314679,0.21056944918671505,0.649053903749051,0.864097472278415,Sipa1l1
CBWD3,0.09131716525712674,6.148320346092181,0.10681949692759946,0.745669354375965,0.9047728909729958,NA
PDCD2L,0.0913055644341842,1.0882761163055803,0.1134171050528871,0.7382237494950321,0.9025061927103514,Pdcd2l
IFT140,0.09127908060287152,4.21183721355837,0.10744248477857234,0.744955552537479,0.9045517656797636,Ift140
SUMO4,0.09123018127204224,1.6784079869504775,0.07778375507226781,0.7819043493756781,0.921322895693344,Sumo2
NAPSB,0.09118754817720272,1.1447592996410114,0.02629204663617531,0.872087222832834,0.9560574071121556,NA
ROBO4,0.0911388795631983,3.550945772628875,0.19188777842499696,0.6639425188343058,0.8701720320569759,Robo4
MEIS3P1,0.09095963292272163,-0.27213151218766174,0.04790464047987362,0.8279747338725436,0.9392126349409256,NA
WWC3,0.09081948336449056,4.5068498089417,0.34599185454844267,0.5600284127110805,0.8174259540728668,NA
IMP4,0.09081420882986804,4.430571665567873,0.20851131668554343,0.6506539976652704,0.8648403530926617,Imp4
PRR18,0.09059567827801746,1.1513849424897669,0.06326613600536035,0.8028229732116823,0.9302516300836244,Prr18
EEF1A1P14,0.0904649446207952,1.949629565461278,0.01386933707435841,0.9068997891708728,0.9686191054118244,NA
SLC35E2,0.09045105778034274,0.9786524276612636,0.05928605240085259,0.8089970089950944,0.93186120853427,NA
AMPD2,0.0904191244347154,5.12448154465532,0.09554752738484536,0.7590046980580218,0.911125543726507,Ampd2
SLC25A28,0.09029394295946686,4.68443973940541,0.20888398118531548,0.6503635614662984,0.8647426638426736,Slc25a28
RICTOR,0.0902715183587285,6.784923445926693,0.3836147651265983,0.5395383302393395,0.8059957276859415,Rictor
RP11-343C2.11,0.09024373325577574,3.84887742074795,0.10270968533730056,0.7504371620775742,0.907368722028945,NA
GDI1,0.09011297532081936,6.136155600002577,0.22557165068146365,0.6376686225193396,0.857719076247616,Gdi1
TAL1,0.09002016578879919,2.6972390010890193,0.05543620619950634,0.8151819132685525,0.934424399783722,Tal1
CSF3R,0.08999703889135294,4.339795799430628,0.03559709367644574,0.8513995142802904,0.9477111451150688,Csf3r
CCDC77,0.08994454255149592,2.776838991367733,0.12141811441928888,0.72951183446224,0.8991796741890571,Ccdc77
GALK1,0.0899281053015563,3.404817655806341,0.04811342007387607,0.8276063969140809,0.9392126349409256,Galk1
ZNHIT6,0.08991845885187175,4.078890074881768,0.3250876939925189,0.5720740030926917,0.8243274997460026,Znhit6
NGDN,0.08986896421087628,4.206527589520075,0.4652312317460284,0.4995131605431682,0.781655407813826,Ngdn
VPS51,0.08980238233491392,4.7064327024580175,0.15863419456878344,0.6927471811658616,0.8823603072223098,Vps51
KRI1,0.08978156661734435,4.89792111392754,0.21507192852078072,0.6455863062983975,0.8615839394749896,Kri1
PXDN,0.08950116545206105,4.986440034385315,0.07966839045922104,0.7793483955540539,0.919998200988255,Pxdn
ENKD1,0.08949424316551731,2.020931070842216,0.14744329811905935,0.7032279623258713,0.8876459623795421,Enkd1
FAM126B,0.08944192355140694,6.27510749453023,0.19220073195244589,0.6636860904818622,0.870044482871985,NA
MRPL23,0.08938685158084009,2.572872725625932,0.1325169767114709,0.7179456827750612,0.8950750742461311,Mrpl23
EEF2K,0.08930344216617221,2.35529995693714,0.05899690794042511,0.8094539996668257,0.9321925976363842,Eef2k
GRB14,0.08923301120083915,6.509060755652137,0.09892348831009652,0.7549237663112651,0.9091998903248608,Grb14
DNM2,0.08922418296261272,6.805058543056934,0.45142338478510874,0.5059083742332764,0.7861067099952491,Dnm2
TAF5L,0.08904531935757809,4.713704366926641,0.18102626642396577,0.6730015219204681,0.8740179324886966,Taf5l
IL7,0.08903374899279169,1.6663352588368296,0.05688269110933263,0.812832202712233,0.93333682171755,Il7
EDARADD,0.08896076902252024,0.02543256579845382,0.01766902357238575,0.8949860066254558,0.964348978873633,Edaradd
RHOJ,0.08893639372498888,2.7999279363361316,0.09307514951775923,0.7620438361969303,0.9125596351595052,Rhoj
ZNF687,0.08883835557843746,5.029956429696505,0.1587477102092612,0.6926430999040147,0.8823603072223098,Zfp687
BAG2,0.08883337256683109,4.192528378403412,0.09697696661427896,0.7572672399751066,0.910294429553918,Bag2
TLN1,0.08882494574951855,8.374585998906776,0.3678786117605413,0.5479329010368904,0.8107581146747037,Tln1
ZNF397,0.08881508839894162,5.698300564009354,0.2946812525029153,0.5905497903127139,0.8337143822045741,Zfp397
MED25,0.08872266169096296,4.1315022267017225,0.33213688728269297,0.5679555171470028,0.8217918502619496,Med25
TMOD3,0.08867059066570925,6.513976793919149,0.27859634624617424,0.6008304784933718,0.8399864254665107,Tmod3
IRF5,0.0885728668381619,3.226863605346308,0.1703944288638659,0.6821865142820851,0.8776320430542349,Irf5
TRMT61B,0.08857097081342127,2.9456537417774222,0.25993601936846705,0.6132462235014806,0.8468325998224902,NA
MRPL4,0.0884634893207761,3.5424284426463024,0.2266134531257268,0.6368954508580291,0.8572516848613347,Mrpl4
RP11-274B21.1,0.08833785496997523,5.368578432643977,0.10785687221253618,0.7444820305093964,0.9045517656797636,NA
XYLT2,0.08814758128864535,3.877081750427165,0.164584832354119,0.6873484059589181,0.8797697441527481,Xylt2
PIGN,0.08811386609618617,3.9110199065358824,0.12234747402656312,0.728521031053317,0.8988974388982479,Pign
GIGYF1,0.08811195783336451,5.332846227707256,0.1484013299081179,0.702313113678861,0.8872709708790625,Gigyf1
L3MBTL2,0.08809108997442387,5.155897413390272,0.38701433127924606,0.5377562760370083,0.8042767387628118,L3mbtl2
SUGT1P2,0.08807172713093304,0.7286116289600777,0.05496025257514717,0.8159621381067442,0.9345241357572248,NA
FBRS,0.0880652054400416,4.84267859421554,0.2737589826453319,0.6039967960790877,0.8407813296172503,Fbrs
PIK3R6,0.08805641764167145,1.338670091191993,0.04643117621239566,0.8305985648827661,0.9398998282845878,Pik3r6
WASH7P,0.08801398459120427,5.34366329930994,0.07203118699983277,0.7899194781835817,0.9246876292249676,NA
LINS1,0.0879766587602447,4.065759951383661,0.23836118840686168,0.6283248587625254,0.8530696426315573,Lins1
FBXW9,0.08790886171989838,0.6258678644704224,0.08932902080426444,0.76673417564349,0.9147538529145466,Fbxw9
RP11-11M20.2,0.0878284934571623,0.16399552002832896,0.04961059313085767,0.8249892510969843,0.9383318533988864,NA
HMG20B,0.08771804213928543,4.562763301361687,0.30016716992851583,0.5871268580006554,0.8322248641936526,Hmg20b
RP11-497H16.7,0.08767889613835429,0.25501094100123955,0.02637018010878539,0.8718990083846068,0.9560574071121556,NA
CTD-2132N18.3,0.08763144812538937,-0.1928118751826592,0.01122826513114057,0.9161939848444124,0.9723600196296552,NA
CCNB1IP1,0.08761000036803412,5.201744600791865,0.09679654688457032,0.7574857575306108,0.910294429553918,Ccnb1ip1
LILRB2,0.08760170554557858,3.614693742336173,0.04533887339525047,0.8325719291405955,0.940501149911502,Pirb
ZNF546,0.08740605447207313,3.36518024317871,0.13377312582907103,0.7166717398197306,0.8943643174497341,Zfp59
ZNF546,0.08740605447207313,3.36518024317871,0.13377312582907103,0.7166717398197306,0.8943643174497341,Zfp780b
ZNF546,0.08740605447207313,3.36518024317871,0.13377312582907103,0.7166717398197306,0.8943643174497341,Zfp974
C1orf52,0.08737102644764305,3.173475816978588,0.23957391334342468,0.627455153353125,0.8527303972360009,2410004B18Rik
VASN,0.08726026022689534,2.7227051234496247,0.04835543732070219,0.8271804687820861,0.9391220203240828,Vasn
FAM76B,0.08720057856357445,5.46019265781963,0.16648066592628663,0.6856523765021576,0.8788928072816902,Fam76b
GBF1,0.08718307552750439,6.816730665609446,0.20850491037960947,0.6506589931736546,0.8648403530926617,Gbf1
INHBB,0.0870799585612821,4.598675324507174,0.0544408513276101,0.8168176694768372,0.9350139479986516,Inhbb
TCTN3,0.08696162229709001,3.790920572130146,0.14364961313799404,0.7068846189130287,0.8892201567901564,Tctn3
NUDT15,0.08686392758759016,2.7431533779402324,0.11474358149465148,0.7367561572013377,0.9020804275697434,Nudt15
ATXN3,0.08673507245324165,4.531568283761092,0.14567589812385695,0.7049247139477042,0.887909478311095,Atxn3
AC092835.2,0.08669315141546624,0.9152096767069255,0.07368690167630836,0.7875783013769981,0.9233756855770058,NA
POR,0.08660794660782135,8.818732436326838,0.05423694573008316,0.8171547099350329,0.9350139479986516,Por
SIN3A,0.08642322922051415,6.262219781494464,0.3217200588517472,0.5740625609813127,0.8254557756316994,Sin3a
RP2,0.08640176792983517,3.4415934715820673,0.15377062614094356,0.6972477936099017,0.8841007411873034,Rp2
CTD-3236F5.1,0.08634756896905532,-0.5297112634447765,0.04616899692820995,0.8310699839888124,0.9400513340960333,NA
GTF2IP12,0.08622840740222332,3.3789207838472644,0.10988491455158216,0.7421790286123962,0.9031481296062528,NA
RPS6KB1,0.08617061888068735,5.777766536041225,0.2650382874847139,0.6097965137340915,0.8444319398418525,Rps6kb1
FARP1,0.08603862185539268,7.607044104634137,0.2876874682082956,0.594974149727613,0.8364404745599194,Farp1
LINC00176,0.08596543900015531,1.3059244950589832,0.05795080500857366,0.8111173549044369,0.9330024083048808,NA
XPO6,0.0858905254318283,6.08742039060726,0.23243770308972023,0.6326128572129948,0.8553762616273604,Xpo6
ARHGAP29,0.0858128505611867,7.117067751782865,0.214688122313249,0.6458801619446262,0.8617140682175833,Arhgap29
MAP3K6,0.08573091227361927,3.683056503757894,0.04337327259758063,0.8361866829953434,0.9419596689868296,Map3k6
SMG5,0.0856429539361284,6.952641116315373,0.15869503483260547,0.6926913920059681,0.8823603072223098,Smg5
TSTA3,0.08544608319967999,4.686578706705106,0.05950323033991691,0.8086545377707401,0.9318248101294774,NA
PARP1,0.08534992133996705,6.805997350896672,0.0854376555542211,0.7717214792196674,0.9169218022641556,Parp1
ADSL,0.0853176888774396,4.474274719241472,0.2007786669013309,0.6567527462643674,0.8675919003549597,Adsl
SNRNP35,0.08529016916315255,4.042911358416547,0.27550117124550355,0.6028523391828142,0.8407632878578258,Snrnp35
DLG2,0.08524123656016963,3.588171644100083,0.04429777587465514,0.8344760767634485,0.9409358574781846,Dlg2
USP37,0.08512544337669885,5.3975836886125474,0.35648261366208445,0.5541676650431072,0.8138603101291092,Usp37
JADE2,0.08507885827115667,4.75444647426539,0.12879767014363822,0.7217583612134897,0.8963166754833599,Jade2
PIAS4,0.08507847197042868,3.485135263425005,0.15144424544610147,0.6994297242639114,0.8856361609415242,Pias4
PRPF39,0.08495491559380944,5.099405448802331,0.39784685979496787,0.5321497367273155,0.800756527307634,Prpf39
EIF4G3,0.08495242319845828,6.87511633116645,0.2645875866474489,0.6100995333570485,0.844663625110797,Eif4g3
ZRSR2,0.08484864416556252,3.514236529788225,0.08496141135106257,0.7723402747464294,0.9169377520878434,Zrsr2
BTBD7,0.08466354682292324,5.455838271622132,0.4189058742139749,0.5215506189282536,0.7961092842428221,Btbd7
FANCA,0.08461678057073156,3.744494439046083,0.08122197646549556,0.7772658973379865,0.9188903856098332,Fanca
TMEM150B,0.08451471716199473,1.8299973856569292,0.02345580347718504,0.8791248497696281,0.9584387139218908,Tmem150b
PLA2R1,0.08446761744997966,3.472427460662141,0.03248481027038536,0.8579689192418251,0.9512895405526725,Pla2r1
DUSP16,0.08441822637795421,6.973531958132576,0.11252510343644656,0.7392160401441041,0.9027280206943123,Dusp16
SDCBP2,0.08441502784000994,2.4042183823939585,0.02902054768736049,0.8656763563679162,0.9537115433339726,Sdcbp2
ZNF497,0.08438600441654587,1.7817455058394704,0.09887117618536174,0.7549864128588362,0.9092090511055708,NA
STXBP5,0.08436937070521267,4.476117788481714,0.139969094994529,0.7104855157755654,0.8916207970014826,Stxbp5
HEXIM1,0.08429934435985822,4.539427861420568,0.11628736461262491,0.7350600279735551,0.9014209550088628,Hexim1
FAM133B,0.08419867100161896,5.558565235695948,0.22824393103861587,0.6356897760569626,0.8566868734901826,Fam133b
KCNB1,0.08399271424301558,6.279297552097516,0.07386955006110538,0.7873217760669331,0.9232461431709852,Kcnb1
DROSHA,0.08396205362034505,5.932614376457579,0.28999783412439123,0.5935049457665459,0.8358861112727063,Drosha
PARP12,0.08393979916971307,5.255705376201425,0.1153937583410598,0.7360402727946515,0.9020804275697434,Parp12
SEPW1,0.08391372507262637,4.5368726124707495,0.12507645270640688,0.7256358785057018,0.8980206081087568,NA
IQCC,0.08371288225413487,1.1911114726024012,0.10431221056230298,0.7485657227377776,0.9062934289226786,Iqcc
FHOD1,0.08370912765930336,3.189029967742327,0.06274051846563512,0.8036262534679159,0.9304760693233688,Fhod1
RABGGTA,0.08369838182049252,3.9469109307773462,0.21905883584492128,0.6425525444220735,0.8601819861498645,Rabggta
PLCXD2,0.08366459210969793,3.6309905483489766,0.13495142078561614,0.7154829204468752,0.8937584968891359,Plcxd2
INPP5E,0.08365993949739459,3.7268667573346863,0.1207327168954956,0.7302452812397816,0.899477700734547,Inpp5e
SREK1,0.08361234335735769,7.4500794457834045,0.21542824035768143,0.6453137874381869,0.8613395648587111,Srek1
DNAH12,0.08354500056418124,1.8620825951140587,0.02870107729719499,0.8664104717961483,0.9540853665489348,Dnah12
POLR2J4,0.08339873584603244,3.3086421942851585,0.16077037812062445,0.6907957467075188,0.8813960126950048,NA
THAP3,0.08330171930039348,2.569887821191118,0.11813752832013832,0.73304379996991,0.9008612602536356,Thap3
FAM110B,0.08321792273927509,2.816861997919459,0.0520401749561991,0.8208290508353026,0.9362373113308196,Fam110b
CAST,0.08292246255134321,7.835699933039269,0.18493209714839695,0.6697075594187056,0.8720557444456565,Cast
TRAPPC9,0.082918708316951,5.764250965166985,0.06600587680685245,0.7986923833445766,0.9291351799559416,Trappc9
STAG3L4,0.08291033651080558,3.231691994944492,0.1431555970406451,0.7073648527120412,0.889466899964535,NA
SETDB1,0.08288666043175831,6.209744226082086,0.18072397839197335,0.6732582052967087,0.8740621290651903,Setdb1
GTF3C2,0.08284877494482082,5.330103250137515,0.3115823769635818,0.5801333196543981,0.8286166179566927,Gtf3c2
KDM4C,0.08283489478008879,6.12987786075983,0.31359908467285746,0.5789153644871692,0.8279742775726016,Kdm4c
SHE,0.08275854408739097,4.846962771121102,0.16347457833721715,0.688346953605159,0.8804248899140454,She
URM1,0.08275448195518112,3.801647500922947,0.1463859265615023,0.704241652841407,0.8877722728393775,Urm1
PRKX,0.08267355692519926,4.11944330106684,0.0690553636073855,0.7942010523037262,0.9269575953773894,Prkx
PRDM10,0.08258051011444512,4.756431940139649,0.26045524076881155,0.6128932212916763,0.8465911131797977,Prdm10
RDM1,0.08254781911008816,-0.36650684627706515,0.02153274313782089,0.884147854226401,0.9606813394702306,Rdm1
KRT222,0.08247777084006243,0.4927001971106153,0.01403574959825225,0.906345582197838,0.9686191054118244,Krt222
FBXW11,0.08246922957096355,5.603488444890046,0.09970043642072472,0.7539954693509693,0.908845283752822,Fbxw11
SLC1A3,0.08236631511940389,3.826491456960714,0.0603705750165059,0.8072933797033586,0.9311243718051068,Slc1a3
TRAP1,0.08228884461364207,6.17451197424687,0.12882958729249033,0.721725379279395,0.8963166754833599,Trap1
PRMT2,0.08198879255141384,4.7203407728305535,0.2173968012611567,0.6438131040557833,0.860660326979417,Prmt2
PDPR,0.08190333359569618,6.192268259483298,0.20630238276555263,0.6523820256555487,0.865459258095407,Pdpr
ISPD,0.08187346860258728,3.497472179390597,0.10495502108684754,0.7478195168629529,0.90609513253679,NA
PTGIR,0.08187082979622179,1.048259336671431,0.02541790865281062,0.8742128161881906,0.9567951230080084,Ptgir
ADRA1B,0.08186531369828746,3.178471353740998,0.03701945914900043,0.8484964552895671,0.9464726142837706,Adra1b
SEC14L1,0.08183985738471083,6.124577963921572,0.1729324561165457,0.679963858089229,0.8769821521912521,Sec14l1
MXRA7,0.08178916353990938,4.735176663119302,0.08228604652506137,0.7758519906421747,0.9182122241388366,Mxra7
SLC50A1,0.0817739514683931,5.113683299724607,0.16667555279869495,0.6854786705872998,0.8787383330305453,Slc50a1
JADE1,0.08174032246327317,5.688038067141214,0.30637074829712757,0.5833050097855654,0.8300840331364365,Jade1
MRC2,0.08171568199216951,3.634938731602648,0.0284838116301866,0.8669121351879976,0.9541925347261816,Mrc2
NAP1L1,0.08154218247103383,6.415963089385405,0.15447142397240615,0.6965942564015131,0.8836918518072293,Nap1l1
BCL9L,0.0815354785946473,5.115565543238545,0.10478607937997778,0.7480153869787041,0.906231476164372,Bcl9l
IGFBP5,0.08150403025175208,5.861083497501019,0.03794759435612797,0.8466332370675744,0.9459284170697924,Igfbp5
CDCA2,0.08129167859461633,1.118685033089006,0.02495665549628966,0.8753495497538021,0.9572288635233056,Cdca2
MYH3,0.08125087982937279,4.947037520224596,0.0465046255049646,0.8304667474076638,0.9398192767438684,Myh3
NUP188,0.08119955079808286,5.449328114780308,0.1763250957229001,0.6770225623686085,0.8757133903192423,Nup188
AC073410.1,0.08106162636023667,1.2527381441789565,0.03203943552555207,0.8589352144180744,0.9515948008121488,NA
COMMD4,0.08102071933223702,4.583833727141585,0.1602133679023504,0.691303122421236,0.8815529009785702,Commd4
C3AR1,0.08097530433228127,2.43135808652178,0.06515853164577066,0.7999599573725737,0.9294204397603796,C3ar1
EDN1,0.08070322235898758,1.8412499037363284,0.04184207122863198,0.8390622836169694,0.9431266593742552,Edn1
DHX30,0.08063884424930241,5.691911367052041,0.41552982965031166,0.5232239853975904,0.7972804888221516,Dhx30
AC007000.10,0.08061049795824715,0.43659377136176025,0.03743065575626043,0.8476680262697801,0.9460044236773084,NA
PPP1R16A,0.08060107872910115,4.164048626260378,0.04902635010975595,0.8260055404498208,0.938839768171498,Ppp1r16a
EIF3B,0.08056901841667663,6.796209034231056,0.1884745018186886,0.6667556701569474,0.8707917911994466,Eif3b
IFT172,0.08038737349319101,4.858920165759019,0.1144000098230913,0.737135366182526,0.9023148657998626,Ift172
ZNF189,0.08035949983179702,5.444847263249094,0.16674686006591813,0.6854151429356679,0.8787254175933225,Zfp189
CBL,0.08032748914325781,5.105082314897495,0.25076595547795416,0.6195553997517842,0.8499036072247629,Cbl
HSP90B2P,0.08029933175072389,3.580056770187078,0.03804189227011211,0.8464452661643327,0.9459284170697924,NA
PHLPP2,0.08019901116656086,4.837779146709284,0.18724423473226953,0.6677770783447448,0.8708462585597884,Phlpp2
CTD-2583A14.10,0.08015001586525847,0.6019453659215509,0.0327142805954811,0.8574737264910013,0.9510468858612152,NA
ZNF525,0.08008859289515749,3.3718301782158404,0.04405040020361871,0.8349319526840263,0.94112868825571006,NA
RP5-1021I20.4,0.08007903273042444,0.8123350479880096,0.09154713998883192,0.7639442828865125,0.9132437145732084,NA
CDK3,0.0799754162349995,4.000756832727018,0.04541709457319028,0.8324297923400776,0.9404902359391112,Cdk3
HABP4,0.07987912254825581,3.920855615019056,0.11847173835585394,0.7326814831425905,0.9008612602536356,Habp4
BNIP2,0.07985817593466092,6.271832417520123,0.16470865195697124,0.6872372883765028,0.8797193982476572,Bnip2
MAP3K11,0.07984612220878061,5.650921454192312,0.15345182128525908,0.6975456692492997,0.8842573026114022,Map3k11
PDCD2,0.07977609738628644,4.162637028087094,0.12801327395859918,0.7225703834930399,0.896458609768747,Pdcd2
TNIK,0.07977171756788942,4.9832727269532695,0.04179400175173112,0.8391534397065168,0.9431266593742552,Tnik
MEF2A,0.07974598302489644,6.490139793131283,0.20104361423705464,0.6565414573911246,0.8674923972953136,Mef2a
BTG2,0.07953857418586453,4.395020396434011,0.05938633013295915,0.8088387969468711,0.9318248101294774,Btg2
PRRC2C,0.07953012028013658,8.991109689619131,0.27516544251005765,0.6030725208191622,0.8407632878578258,Prrc2c
ANAPC16,0.07952902264318466,5.6984789061761525,0.17247284164245638,0.6803649326359451,0.8769821521912521,Anapc16
SENP3,0.07951630091847697,4.023724525502165,0.22502102158784068,0.6380781585222133,0.8580603305623935,Senp3
CNOT6,0.07939322611669795,4.522839150095387,0.1718969064343373,0.6808684008742021,0.8771596106528062,Cnot6
TVP23CP1,0.07930930244877467,-0.12516855762389686,0.03295468959647536,0.8569568499498522,0.9509168610405816,NA
CH17-258A22.4,0.07901014551328721,3.757338077199855,0.08298927885536013,0.7749229883821124,0.9180258781615114,NA
FNBP1,0.07900680443458549,6.355659652330298,0.17319101808597187,0.6797385041229445,0.8769821521912521,Fnbp1
USP3,0.07900607488154626,5.570245553935801,0.2562252802299455,0.6157821076045806,0.8477690171580763,Usp3
RP11-5N19.3,0.07894535268762501,0.9832902307731046,0.07487341059014622,0.7859179313506222,0.9225987421719412,NA
ZNF561,0.07893960857197815,4.7442860974853,0.2655600184016868,0.6094461469353045,0.8440588746692523,NA
C17orf53,0.0788466735420113,0.7977119285292474,0.06253180393321768,0.8039462166895208,0.9305619280613308,NA
ZNF267,0.07861509247584876,4.076858924462782,0.20916033131750025,0.6501483908318622,0.8647426638426736,NA
NAB2,0.0785496332599124,4.520889732003442,0.06058517696228021,0.8069582012479604,0.9311243718051068,Nab2
PHF6,0.0782123862333809,4.802378339037031,0.15629490665913764,0.6949017530776316,0.8829383938996536,Phf6
PCOLCE,0.07816571850375022,4.695794120245737,0.02983392297968801,0.8638258658434403,0.9530817177309504,Pcolce
NTAN1P2,0.07808717636193216,1.7711975166660474,0.06051845897315996,0.8070623378561413,0.9311243718051068,NA
SLC7A5,0.07808530133540367,3.5873522163785028,0.05038139979987256,0.823658009434851,0.9377632268146876,Slc7a5
TRMT44,0.07796571395940542,4.183118285243515,0.17709274384760942,0.6763616795935328,0.8753283242659458,Trmt44
TANGO6,0.07795514067613857,5.319781207981593,0.17886213236975226,0.6748447976701304,0.8745209386243231,Tango6
C9orf3,0.07792726275070455,6.804467219214697,0.11480139859260736,0.7366924053579558,0.9020804275697434,NA
DCBLD1,0.07789986247098771,4.601840167615033,0.17321643195770195,0.6797163649321117,0.8769821521912521,Dcbld1
DNAL4,0.07785351731590129,1.7152991103951118,0.05599792772112409,0.8142656306565241,0.9342168323944382,Dnal4
INPP5A,0.07783017765386294,4.018530610000741,0.13848071687998342,0.7119570657242338,0.8919911467815568,Inpp5a
KCTD5,0.0778258524394852,3.4193877925605145,0.21903321774390055,0.6425719298437755,0.8601819861498645,Kctd5
MAP2K4,0.07779218692570529,4.983668164454781,0.2114240402727491,0.648392293605716,0.8636625689858488,Map2k4
THBS3,0.07769577662124376,5.1921903010428005,0.09834100239815773,0.7556223565705245,0.909510762765119,Thbs3
BCL7A,0.0776346849280386,3.5928356770860344,0.20890048270814443,0.6503507082693925,0.8647426638426736,Bcl7a
CDH13,0.07756217224980229,2.829090423041776,0.03289547105100898,0.8570839877295505,0.9509168610405816,Cdh13
ZNF451,0.07742008918949542,6.9092396854187745,0.18827709473942883,0.6669192957553642,0.8707917911994466,Zfp451
LUC7L2,0.07734490903462106,7.29865531134063,0.05685486608958486,0.812877102370022,0.93333682171755,Luc7l2
OTUB1,0.07727953564595882,4.484086188824641,0.34136958552613766,0.5626488976570474,0.8191783130968416,Otub1
WDYHV1,0.07726199590289054,2.8446711813838528,0.05766644696086871,0.8115722431019925,0.93333682171755,NA
WDR46,0.07722492559693382,4.479370680857589,0.0966587008982259,0.7576528622714415,0.9103807595879376,Wdr46
YAE1D1,0.0771408170961141,2.4396847241164656,0.09163624810255644,0.7638329811165766,0.9132347747024366,NA
SNRPA1,0.07695775001239571,4.21861119660625,0.2465378622993604,0.622513315855467,0.8506819116397071,Snrpa1
TIMM22,0.07692124585634161,2.808037418485916,0.1677522769836282,0.6845211047488274,0.8781189263359594,Timm22
LLGL2,0.07680843687576751,5.157629456720936,0.08161915632362017,0.7767369683598768,0.9185303982271016,Llgl2
MAPK8IP1,0.07679670387610561,2.61644858542971,0.07300168177421608,0.7885437364704941,0.923909905224335,Mapk8ip1
FLVCR2,0.07671990122655717,4.770106415165067,0.06063096564968025,0.80688676732586,0.9311243718051068,Flvcr2
TADA3,0.07667118207929409,5.124350537584008,0.21865522876051893,0.6428581184976851,0.8602862329442046,Tada3
PRPSAP2,0.07661867803138808,3.886714709820102,0.24823280351352747,0.6213237687781075,0.8500683290999335,Prpsap2
EXOC3L4,0.07656290434508933,4.730882817552871,0.0270227563977759,0.8703380852865475,0.9550996366736516,Exoc3l4
MDM2,0.07650280349531748,8.24738587736165,0.1334189276692285,0.7170302647439448,0.8945631568275864,Mdm2
AATF,0.07650135013829272,5.28788767476606,0.1886498150626039,0.6666104432248365,0.8707917911994466,Aatf
TPP2,0.07644962523688384,5.69789219163981,0.21895753808852392,0.6426292053472158,0.8601889509059767,Tpp2
VAV1,0.0764396939959174,3.54102694120658,0.05256207190411022,0.8199488277374899,0.9359705567667246,Vav1
GORASP1,0.07640716368702001,5.1434555123398304,0.3195098512730938,0.5753751922775561,0.8256840212843731,Gorasp1
RRP9,0.07637121440510963,3.105893355107985,0.12583759282198273,0.7248375218938929,0.897740471110732,Rrp9
GSDMB,0.07633550409159463,7.189191885187326,0.0426332128517435,0.8375697851997905,0.9423129772537968,NA
LATS2,0.07613331176366706,4.881802392823739,0.15476832463075013,0.6963178959291414,0.8836918518072293,Lats2
ARHGAP31,0.07611924183904561,4.723127657274518,0.1268512178311415,0.7237785554207884,0.8972008072186705,Arhgap31
TRNAU1AP,0.07610171884991333,3.0779914752050628,0.14541202001673867,0.7051790572999429,0.8879375598397559,Trnau1ap
AC013474.4,0.07605709987674152,-0.4647870206649032,0.01934149878069472,0.8901596456215624,0.9619617418567702,NA
PDLIM1,0.07596441201087278,5.91188872190543,0.07127007252830413,0.79100538797566,0.925298773184314,Pdlim1
PCGF1,0.07587130808393641,2.8710881055884423,0.09917307211615478,0.7546251273239688,0.9089842822352654,Pcgf1
PDCD6,0.07579210167319167,5.568569195095174,0.17087287456388386,0.6817660387811497,0.8773757425989387,Pdcd6
PELI3,0.0757851512351639,2.1353747662014686,0.04822211716072819,0.8274149612753441,0.9392126349409256,Peli3
GNG2,0.07569372441442718,3.0808342618476896,0.06454495991710076,0.8008833195408666,0.9296800550503572,Gng2
SEPT7P2,0.07565551493578286,4.316928030612976,0.14523152757521876,0.7053531807037272,0.8880214306870567,NA
PLEKHA5,0.07551972968572392,6.643391750078792,0.1627027775524579,0.689043435237222,0.8805065759018853,Plekha5
PKNOX1,0.07543016719698137,4.492123937897782,0.2132116677133381,0.6470135826524767,0.8627021851510421,Pknox1
ZNF566,0.0753034720528747,3.873483815722495,0.22201185929881295,0.6403272045942326,0.8590615430329744,Zfp566
STRN3,0.07515347061937863,6.065330268890309,0.1843952744116479,0.6701578214925722,0.8720920949453127,Strn3
ARHGDIA,0.07508952121089776,5.668932615570637,0.088096097578688,0.7683012872529883,0.915663479279608,Arhgdia
